Origin Airport Code,Destination Airport Code,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Great Circle Distance,Timezone Difference,Continent Origin,Continent Destination,Route Popularity,Flight_Distance
ORG506,DST125,16.17228955,57.76371614,4.783308636,-62.82983671,13080.69924,-12,Asia,South America,48,13059.72709
ORG610,DST140,-11.90358677,-45.96786396,34.08006681,-115.122182,8900.967887,-12,South America,North America,917,8862.963824
ORG507,DST141,24.80476382,11.30057516,-27.7724754,145.3906842,15452.35183,2,Africa,Australia,857,15411.84412
ORG697,DST566,-12.40745491,41.28744445,-15.61373124,122.4493396,8709.42307,10,Africa,Australia,838,8706.173605
ORG485,DST601,56.65868405,-143.6346015,-28.49794111,-75.44542598,11415.04867,1,North America,South America,211,11429.96457
ORG793,DST854,-46.29588926,-49.50127369,34.03181608,-4.789891187,9992.650004,-4,South America,Africa,750,9995.43078
ORG311,DST105,-12.04046972,119.5050498,-14.50679858,148.9181032,3192.829157,-9,Australia,Australia,41,3215.025892
ORG425,DST108,60.54616264,49.86586792,33.30720489,-122.6507394,9556.715408,-5,Europe,North America,418,9515.704794
ORG365,DST565,4.277787804,105.7949089,-28.6258392,38.97725649,8007.208173,-4,Asia,Africa,202,7980.619383
ORG943,DST908,64.74837323,41.8993467,-31.17450308,111.0465529,12205.94064,3,Europe,Australia,808,12237.52896
ORG388,DST761,55.35969108,17.47041103,19.18917099,-82.4217854,8866.152099,0,Europe,North America,699,8893.498736
ORG517,DST824,47.37703051,20.57207181,-14.91052219,154.3114033,14446.73897,-1,Europe,Australia,793,14452.09118
ORG463,DST203,-21.78744591,143.8307805,21.84229886,8.878894835,15382.11673,-8,Australia,Africa,600,15380.11366
ORG645,DST700,-29.10879935,142.9621796,39.42599376,-21.27144943,18171.88522,-6,Australia,Europe,540,18217.08355
ORG542,DST125,0.182063215,47.83531107,-7.92430883,14.06110436,3850.498266,6,Asia,Africa,301,3851.336062
ORG170,DST997,15.94559557,-155.5110465,24.29411525,57.74244415,14266.83942,3,North America,Asia,276,14240.33848
ORG146,DST749,41.43558103,-17.94776857,23.54572566,54.40738784,6870.816013,12,Europe,Africa,616,6909.317462
ORG259,DST284,-43.35340019,122.8860383,-48.0766448,-33.59742035,9591.179107,-4,Australia,South America,827,9621.152865
ORG887,DST661,48.76272217,104.60287,18.7371405,42.14393878,6447.205734,-1,Asia,Africa,124,6448.403715
ORG368,DST401,6.014077694,-1.806381959,52.16723216,28.35289305,5826.487203,-2,Africa,Europe,595,5871.14244
ORG228,DST223,-36.49690371,132.9504008,-27.66564962,155.6426975,2344.855397,-7,Australia,Australia,742,2358.424457
ORG811,DST380,43.24810391,67.07623619,20.92423312,-144.8130664,12170.25302,8,Asia,North America,449,12157.03886
ORG283,DST391,43.72618267,44.61498619,-53.41106978,-39.50878055,13423.85186,-12,Europe,South America,858,13462.35883
ORG666,DST245,-43.91290718,112.2240276,-53.48256987,-54.67799933,9113.500518,-8,Australia,South America,129,9105.17527
ORG548,DST852,-30.01833147,-53.31300246,36.35073282,11.70112728,10020.04044,3,South America,Europe,94,10064.2856
ORG198,DST876,-44.28436889,-59.16372478,64.165226,-77.26693308,12163.04962,-3,South America,North America,210,12187.346
ORG800,DST538,-33.32335821,-79.84053552,54.5935349,-67.58251068,9846.263936,12,South America,North America,942,9877.517048
ORG838,DST246,-19.85141652,-56.85629891,-34.05380766,116.9138471,13984.88991,7,South America,Australia,6,13970.82796
ORG945,DST326,45.8903264,20.82709054,-27.84708741,30.68461174,8259.443187,-5,Europe,Africa,686,8245.73328
ORG817,DST651,-13.99180818,115.3324663,-40.97334535,158.4355775,5125.759311,12,Australia,Australia,782,5124.845964
ORG171,DST191,63.08387874,28.92848526,66.08601483,-9.507402095,1833.738589,8,Europe,Europe,548,1786.881282
ORG377,DST830,-33.62588379,-33.05483105,-30.05963444,155.8914585,12871.41477,9,South America,Australia,423,12883.71901
ORG439,DST152,-39.20870444,147.4063328,16.83808149,-166.3570915,7865.908027,-10,Australia,North America,176,7874.568528
ORG740,DST183,33.22437409,-88.75606181,30.9971291,-143.5981266,5111.16879,9,North America,North America,135,5129.280976
ORG899,DST173,-2.310556939,-14.85853706,-48.8558225,-83.99080061,8301.846285,-5,Africa,South America,342,8334.648571
ORG484,DST458,36.59835553,140.9159502,55.27527371,20.66481453,8334.319751,-5,Asia,Europe,622,8321.245471
ORG302,DST597,-27.73334091,-18.59165943,-41.46386451,-58.01294101,3876.56426,-11,Africa,South America,370,3880.147425
ORG479,DST716,47.77962502,-76.29850524,69.29565131,24.85885177,5526.589039,-9,North America,Europe,730,5549.614274
ORG513,DST328,-28.17085886,-71.33583329,8.010482749,15.46544669,10116.36554,5,South America,Africa,779,10152.97782
ORG651,DST465,28.92503637,50.75230424,47.50952885,44.53987305,2134.816935,0,Asia,Asia,134,2133.996463
ORG256,DST674,38.06378482,131.0577602,-33.04958414,41.31437187,12172.3012,-4,Asia,Africa,119,12126.05864
ORG315,DST271,24.01787616,122.0759991,7.011578469,-31.97187968,15561.71975,1,Asia,South America,564,15605.13933
ORG669,DST140,-51.51746523,-62.43464463,19.36714836,-65.35507527,7887.149708,8,South America,North America,603,7899.812638
ORG576,DST692,2.314691831,58.54971534,-27.05670345,156.3751881,10899.38047,-3,Asia,Australia,376,10886.77604
ORG864,DST387,-18.81871568,-45.28098521,-31.43930696,-40.17151339,1494.037728,6,South America,South America,472,1514.150817
ORG124,DST641,54.86007262,9.85828004,61.60901446,-12.77691519,1511.456648,6,Europe,Europe,670,1461.947706
ORG424,DST212,25.29457679,-11.08870821,4.120696476,30.71626306,5041.470565,-3,Africa,Africa,358,5075.69344
ORG300,DST773,0.311575041,-37.90269174,-5.999166677,26.05013932,7132.342566,0,South America,Africa,87,7137.7067
ORG479,DST765,-43.17991105,137.7364326,-24.63878262,-10.01159764,11784.24272,10,Australia,Africa,340,11753.47929
ORG976,DST854,23.38949529,-5.506521674,51.62641264,-63.13335574,5776.978248,-1,Africa,North America,92,5746.221468
ORG836,DST236,14.196485,-47.1478134,54.38607238,-132.0566303,8401.177491,5,South America,North America,711,8426.929282
ORG312,DST359,38.61663573,42.32676574,-41.41853781,-41.3924884,12277.33491,-3,Europe,South America,987,12273.90122
ORG273,DST928,-40.9128851,-63.64778678,4.068618038,74.12118591,14144.09863,1,South America,Asia,184,14097.16791
ORG618,DST268,65.93848203,0.886353345,62.97413389,-9.973175931,615.0181401,-3,Europe,Europe,121,601.4293897
ORG468,DST658,-26.68655501,142.2980955,43.58760674,-72.55829313,16369.44703,0,Australia,North America,770,16337.48354
ORG777,DST758,34.88024935,-162.7801521,-31.20095209,-31.69415791,15482.21685,-8,North America,South America,28,15517.35692
ORG303,DST460,17.98403201,-60.0454126,58.47331508,51.93139605,9516.133474,6,North America,Asia,241,9503.890751
ORG967,DST117,58.66861737,-7.573797491,-24.25519864,113.1361489,14051.78407,4,Europe,Australia,242,14092.71579
ORG573,DST430,55.80664456,40.91914445,-16.30360755,-83.31049982,13608.65655,9,Asia,South America,557,13623.56891
ORG398,DST155,-1.322393767,-0.34115634,-6.639059459,-31.16958175,3468.984579,-5,Africa,South America,549,3461.334141
ORG879,DST207,58.35555556,138.566379,42.89601122,-121.2219026,6588.040705,6,Asia,North America,678,6576.54599
ORG798,DST723,-45.87388494,-46.54019354,-15.81032662,-17.55139758,4291.910509,-4,South America,Africa,52,4264.26131
ORG226,DST343,-8.789903508,-40.3311075,24.38664173,-113.6123881,8751.76105,3,South America,North America,78,8746.760964
ORG351,DST924,40.58852844,81.07156903,51.54648573,59.09186103,2074.741982,-8,Asia,Asia,470,2106.278888
ORG723,DST877,41.31776122,16.59896907,-38.4169124,-49.76152832,11123.66914,7,Europe,South America,511,11146.80192
ORG796,DST290,44.96488338,21.38213506,16.82401156,-95.93310762,10685.7344,-1,Europe,North America,919,10668.02399
ORG767,DST287,-24.7820324,-74.80946702,34.96377633,-76.3203183,6645.338471,10,South America,North America,133,6600.101513
ORG466,DST910,-13.93288306,147.8160461,13.85972596,99.871751,6116.029468,10,Australia,Asia,441,6148.594186
ORG354,DST240,48.71774969,25.00246525,30.29329326,-17.74910826,4127.492686,12,Europe,Africa,48,4092.005889
ORG857,DST666,24.25209001,-153.9064931,37.22725483,-1.786952919,12582.18304,-12,North America,Europe,471,12580.21296
ORG397,DST809,39.17896158,-88.84720139,9.031812498,122.3245652,13762.58896,-11,North America,Asia,36,13791.30898
ORG267,DST975,-9.747048158,7.168669955,-8.179399669,-81.29427953,9687.240901,-6,Africa,South America,895,9644.616543
ORG454,DST779,33.22682358,-135.3670887,16.62894853,-113.2120432,2885.831097,0,North America,North America,727,2925.783127
ORG505,DST950,33.41788452,33.60304461,52.53511707,-131.519895,10348.90989,12,Africa,North America,860,10332.8797
ORG290,DST997,46.91314507,130.5452986,66.37269105,-125.4131609,5886.492595,1,Asia,North America,213,5892.029313
ORG418,DST136,-27.54644585,121.5410674,1.367297153,28.04708883,10422.29952,-3,Australia,Africa,577,10415.25175
ORG946,DST161,17.16324075,35.64137487,16.12604339,78.0371042,4509.164437,10,Africa,Asia,170,4518.373768
ORG219,DST434,-43.99275379,112.0663376,38.87531032,18.58355632,13124.48302,-1,Australia,Europe,565,13130.18307
ORG986,DST842,23.84965297,18.57799412,-42.73559251,140.0773742,14311.95183,-4,Africa,Australia,967,14356.19669
ORG324,DST871,-32.39529095,123.2368694,55.18522658,-117.518135,14731.44612,7,Australia,North America,520,14733.7508
ORG682,DST121,29.38153326,-121.1484827,5.259877603,32.529144,15246.82436,7,North America,Africa,686,15261.73477
ORG921,DST705,35.07863231,-11.37753747,20.99227996,55.00348178,6583.05989,-12,Europe,Asia,79,6558.523714
ORG202,DST102,24.11221676,-78.19828959,-20.58518572,9.724685801,10726.88358,-4,North America,Africa,179,10739.35974
ORG931,DST324,38.23113312,68.31516074,33.1452613,42.54021267,2387.046229,-11,Asia,Africa,507,2373.451431
ORG860,DST103,7.704395768,97.90551777,24.43546622,-100.0637124,15944.57112,8,Asia,North America,819,15911.65661
ORG483,DST772,40.5469279,42.30111878,44.86701778,138.5684386,7387.101865,8,Europe,Asia,624,7365.608694
ORG454,DST173,43.6330873,93.6156477,-43.79317699,132.0378087,10442.57452,-6,Asia,Australia,645,10465.16592
ORG407,DST167,36.61514622,93.23389273,-29.00967965,159.7609949,10069.00315,2,Asia,Australia,692,10030.26053
ORG528,DST284,-23.85880789,126.8659249,19.25032853,-105.4286048,14611.93798,-1,Australia,North America,593,14629.01815
ORG863,DST533,39.81289592,79.89674052,26.0745856,-17.59836755,8780.362971,-12,Asia,Africa,315,8775.387601
ORG746,DST923,55.31088968,39.81386679,-29.20366288,132.9782095,12829.61598,11,Europe,Australia,759,12814.15578
ORG431,DST626,-12.34786689,-73.01083842,40.4233444,80.44480449,15957.33871,4,South America,Asia,465,15943.80506
ORG235,DST841,50.8500524,-20.76581485,46.76714427,100.3942689,7788.914132,-1,Europe,Asia,902,7825.671661
ORG614,DST802,58.17310218,149.1767092,54.80926834,-148.9402084,3682.065023,-12,Asia,North America,543,3645.371368
ORG752,DST914,0.381574151,117.7309779,58.80181429,23.46186289,10216.95202,-1,Asia,Europe,839,10219.8313
ORG199,DST217,50.74107236,-18.091549,42.91258496,-107.6462259,6442.649694,2,Europe,North America,414,6463.51134
ORG851,DST199,0.710389101,71.43038999,-40.03636421,147.7499713,8899.216384,-7,Asia,Australia,309,8851.557179
ORG962,DST913,65.67613176,-22.22417119,-23.77801635,134.7436625,15076.3384,6,Europe,Australia,912,15120.87953
ORG188,DST496,30.25225488,81.94546049,2.825583262,59.35401356,3866.794381,-2,Asia,Asia,551,3854.776839
ORG673,DST176,56.23349479,16.86123068,-33.44118287,142.7710916,15222.38457,-5,Europe,Australia,143,15266.80704
ORG172,DST679,-11.13363058,-10.09755614,22.43658802,-131.3959337,13678.43651,8,Africa,North America,530,13711.97146
ORG515,DST619,21.68598852,-52.89923601,46.48351383,-7.218685726,4932.356652,5,North America,Europe,500,4891.946586
ORG132,DST129,57.18962876,38.45958205,23.28554479,-140.5751677,11066.19951,2,Europe,North America,917,11025.02907
ORG341,DST242,-42.4993079,157.1110776,-15.95606509,-39.52855368,13295.51475,11,Australia,South America,653,13261.97336
ORG511,DST491,-8.374978028,-51.71194802,-19.90473014,112.4019911,16421.77223,-8,South America,Australia,886,16412.86777
ORG958,DST644,-30.28672957,140.3909488,15.77673525,30.39120125,12778.36869,-9,Australia,Africa,136,12746.51399
ORG716,DST201,46.84874491,-162.1463925,-31.36731025,141.7001657,10354.89546,-12,North America,Australia,2,10326.86336
ORG595,DST633,-9.67856544,-58.90874156,-30.306308,41.05922245,10405.84657,4,South America,Africa,450,10422.45733
ORG255,DST897,32.96455538,36.52856435,18.9644058,132.2092144,9380.336104,2,Africa,Asia,523,9398.265816
ORG600,DST770,-18.55809618,140.4760711,-23.62336434,123.9563118,1802.533526,6,Australia,Australia,974,1827.174152
ORG726,DST440,34.57908131,-62.39386504,-31.54255598,124.4877653,19290.57491,9,North America,Australia,487,19307.06513
ORG899,DST815,9.760097542,-67.30371159,-25.38723094,117.1358839,18215.32609,6,South America,Australia,273,18244.16727
ORG779,DST649,38.52771684,84.9384371,61.96654101,1.726234696,5961.246508,8,Asia,Europe,15,5962.420262
ORG153,DST219,-2.0486821,-81.13002386,9.066491202,32.00307425,12583.13066,-10,South America,Africa,899,12625.71249
ORG961,DST682,-17.37974998,113.638478,28.03691925,-51.74959026,18107.46501,-12,Australia,North America,789,18110.62424
ORG990,DST763,55.39191464,31.08765808,-43.30385826,126.796556,14152.18065,-12,Europe,Australia,714,14155.86305
ORG535,DST677,54.07800685,-18.81634699,-33.78602098,153.082955,17670.97318,1,Europe,Australia,551,17664.22395
ORG562,DST386,-38.8487125,-53.57821458,66.47546187,-14.00152374,12187.53623,-1,South America,Europe,117,12205.47422
ORG601,DST162,-24.21600683,148.5123369,43.6192302,-160.803072,9142.55478,-6,Australia,North America,546,9126.543895
ORG343,DST564,-15.25030773,-9.749234874,6.297395754,-31.07976424,3356.238604,-11,Africa,South America,127,3316.240861
ORG317,DST863,59.79637056,7.713051739,34.64580243,45.08124662,3879.634619,-5,Europe,Africa,762,3928.109639
ORG798,DST670,24.39877723,124.7918453,-18.60534745,-38.94393637,18215.04791,-1,Asia,South America,907,18169.12235
ORG641,DST230,40.01940461,-23.25383831,-11.87356537,141.1255092,16529.91498,-8,Europe,Australia,619,16484.79062
ORG747,DST273,4.038660014,23.40840014,42.11349671,32.32444355,4325.266579,4,Africa,Europe,190,4370.398162
ORG350,DST688,-21.61929204,-54.28230652,-17.24475869,25.1085651,8247.968189,-5,South America,Africa,577,8220.730655
ORG508,DST241,-13.50270519,-15.20424167,68.02477882,46.42871806,10285.72378,12,Africa,Europe,399,10328.35713
ORG185,DST502,46.21592759,18.34735786,52.00054254,-6.056124301,1878.426617,-1,Europe,Europe,800,1884.779018
ORG933,DST271,31.24009764,-7.285231081,-37.59200486,115.6824157,14815.4869,-9,Africa,Australia,538,14799.52692
ORG803,DST450,27.54963796,16.43930175,55.8412328,-0.587847558,3427.719639,8,Africa,Europe,241,3392.444861
ORG896,DST494,-17.04197866,139.1040619,31.32850447,61.31256569,9878.046114,1,Australia,Asia,114,9866.779569
ORG905,DST994,-32.96072833,121.5436975,-43.65016119,117.2915469,1244.702332,-7,Australia,Australia,26,1254.502895
ORG945,DST194,2.873610193,26.32645603,63.24932263,24.50400782,6715.139329,5,Africa,Europe,144,6685.992846
ORG723,DST683,68.59046293,-65.57890127,52.55444415,-158.2536867,4805.293061,-1,North America,North America,17,4818.838578
ORG810,DST651,39.91357786,47.68484708,43.27736995,24.14244964,1986.186049,-5,Europe,Europe,401,1952.11194
ORG387,DST435,-2.158866795,49.74107449,-14.0799116,117.7004817,7573.008803,7,Africa,Australia,152,7600.414332
ORG959,DST158,31.03080381,142.5629568,-34.53576431,140.2242169,7294.783619,-12,Asia,Australia,510,7276.302152
ORG342,DST291,-15.44992385,19.58706258,-25.57623091,155.313134,13398.74115,-2,Africa,Australia,373,13355.9499
ORG463,DST502,13.11741076,74.9715486,53.7151962,-150.620069,11423.19018,8,Asia,North America,853,11382.41889
ORG803,DST884,23.90170802,-52.77210827,41.8471304,49.99733695,9242.61091,-3,North America,Europe,152,9271.200643
ORG129,DST508,16.6575739,113.5788581,-8.795933661,-50.03979931,18036.62271,-6,Asia,South America,130,17992.30463
ORG991,DST223,42.35749525,96.769182,22.46530655,132.1780118,3948.373316,-1,Asia,Asia,92,3900.441949
ORG985,DST251,-22.27747633,119.3151423,-21.91351118,-0.402888917,11842.86317,-4,Australia,Africa,957,11810.97384
ORG770,DST517,47.99242283,-23.00157917,69.4522392,-96.49668302,4482.665372,-4,Europe,North America,336,4514.663539
ORG161,DST970,15.08667407,98.56908722,-29.64951912,145.8417426,7100.747547,4,Asia,Australia,962,7109.055121
ORG192,DST327,-34.94491468,-59.13278921,25.87262149,53.9229221,13632.6373,-2,South America,Africa,322,13610.14677
ORG369,DST294,-3.030387054,13.32749648,-48.62811815,-54.02492991,8107.575787,0,Africa,South America,534,8076.684579
ORG382,DST310,-11.07440779,-62.78382553,-41.52888892,129.325089,14035.78661,-12,South America,Australia,488,14051.84112
ORG366,DST967,-49.9045597,-38.79383721,52.22620674,17.6632591,12536.91823,9,South America,Europe,770,12570.77951
ORG142,DST192,42.10872967,1.355314396,-10.77904933,34.38049825,6776.918255,-9,Europe,Africa,95,6751.52202
ORG769,DST176,61.59488743,15.26301472,-39.77786484,-65.54247613,13375.56134,4,Europe,South America,988,13340.44936
ORG970,DST622,8.59792742,33.12788044,-8.960009229,-2.739848317,4426.357186,1,Africa,Africa,249,4466.411605
ORG496,DST203,-28.20412636,40.54653616,63.79618365,-0.311647735,10836.36227,7,Africa,Europe,913,10868.22784
ORG955,DST295,36.25808901,11.40289685,48.02821309,-16.08784593,2596.689739,6,Europe,Europe,774,2607.093551
ORG326,DST385,66.11715807,-165.3372574,-30.34292724,155.5965534,11229.54007,-5,North America,Australia,629,11260.17045
ORG220,DST705,-40.43342217,149.1174138,52.63289093,81.48859988,12215.23883,-5,Australia,Asia,619,12217.96622
ORG322,DST875,-22.20990336,41.36130197,19.10534761,-90.46098505,15010.93988,12,Africa,North America,75,14979.38538
ORG620,DST493,37.74823446,10.28621674,25.33712889,-95.16097466,9550.747203,-12,Europe,North America,513,9564.937443
ORG206,DST937,57.44356384,-9.018005066,-13.01393531,35.18326506,8815.130773,-8,Europe,Africa,373,8800.54776
ORG433,DST445,34.94713665,-62.13366686,52.44026643,-110.9548145,4276.252021,8,North America,North America,557,4281.264896
ORG283,DST265,-15.27555654,138.4030997,-25.69547644,-51.98501753,15322.54887,-2,Australia,South America,140,15358.95886
ORG823,DST746,-31.66626918,-63.83232235,-25.11634987,-13.98698711,4888.531653,-1,South America,Africa,692,4843.027704
ORG615,DST596,-27.87446816,-36.32493818,-22.64193329,153.7052918,14295.66049,-5,South America,Australia,80,14280.89777
ORG202,DST373,-17.21072839,37.51543593,49.51746873,100.1619931,9625.74987,4,Africa,Asia,615,9629.995514
ORG945,DST887,-17.63116263,123.3019704,24.10425872,37.10254671,10428.5712,2,Australia,Africa,238,10382.52808
ORG131,DST359,54.68901516,-20.81723401,37.57703153,125.8238203,9273.160204,3,Europe,Asia,485,9307.774864
ORG956,DST270,53.52384965,-77.07757849,19.90715998,-151.47509,7217.002005,8,North America,North America,778,7214.447169
ORG365,DST348,55.52280618,-19.91947885,41.19425102,83.49808133,7075.899938,-11,Europe,Asia,865,7064.4497
ORG344,DST681,-32.66187879,39.84054066,15.59281054,-3.24254403,7053.908789,7,Africa,Africa,357,7047.62988
ORG963,DST167,-40.52305333,129.9156921,-46.16915571,-70.9887519,10154.40067,0,Australia,South America,591,10106.15903
ORG644,DST806,56.37379185,62.31786181,60.57545765,2.378128218,3392.661141,-10,Asia,Europe,947,3421.480118
ORG825,DST256,48.03128382,-104.6620954,49.04394026,-88.9168142,1162.589642,1,North America,North America,730,1148.329264
ORG664,DST967,40.36317045,-17.30519103,20.34331765,-6.463443879,2452.438087,2,Europe,Africa,993,2443.235751
ORG404,DST481,64.64238429,-166.500953,39.27083855,-92.92048437,5366.550051,0,North America,North America,739,5392.872152
ORG694,DST106,41.47705762,-21.54690702,68.26836053,-58.39036142,3686.019444,-8,Europe,North America,983,3666.935947
ORG597,DST535,47.91612397,94.49464292,51.90421351,-21.61518743,7371.261154,-4,Asia,Europe,87,7389.122688
ORG177,DST960,-23.48234357,127.0490399,35.06626449,53.14865606,10139.76456,8,Australia,Asia,1000,10101.09746
ORG974,DST428,0.403288122,-5.366938781,-11.1066195,110.5482941,12840.82258,4,Africa,Australia,64,12799.88259
ORG342,DST436,26.27375829,-52.63859606,59.57525419,-14.03585416,4732.448017,-1,North America,Europe,241,4703.908525
ORG484,DST576,36.97122166,65.76623269,9.145535517,2.668910022,7015.966734,2,Asia,Africa,406,7000.102609
ORG931,DST854,53.89135841,-21.65364802,41.70729006,-4.922059084,1834.070098,0,Europe,Europe,280,1797.40179
ORG821,DST375,-34.68923145,52.83655701,65.70641174,-165.4463576,15751.10393,-9,Africa,North America,982,15726.1016
ORG644,DST542,53.11144834,-10.65041377,-19.67980566,114.3155766,14053.73973,-6,Europe,Australia,281,14004.09214
ORG757,DST121,-40.09292077,-55.63586084,3.217015676,108.4714217,15614.05323,6,South America,Asia,411,15608.94607
ORG886,DST293,58.59437043,14.24759093,-33.07832208,-82.77178087,13485.46483,-7,Europe,South America,176,13507.05265
ORG660,DST864,-33.75645402,120.9610711,-10.51016268,110.3721987,2801.075652,4,Australia,Australia,981,2788.849598
ORG662,DST887,-34.94585647,-2.66841797,-5.314792063,-80.14167759,8528.448641,11,Africa,South America,446,8515.316397
ORG524,DST600,38.75774402,-7.605944753,0.610165689,97.680287,11283.30179,6,Europe,Asia,346,11308.90808
ORG296,DST807,51.40431582,-52.73489809,-26.26671759,23.60240058,11379.91947,2,North America,Africa,791,11400.27929
ORG552,DST681,-24.5494505,-74.16886807,59.46049175,11.75756334,12116.48316,0,South America,Europe,435,12112.92719
ORG441,DST766,-49.18082486,-76.18218358,7.889156196,19.41252105,11076.48977,10,South America,Africa,717,11120.31145
ORG465,DST117,44.36347163,143.2350945,7.562247465,-39.93981746,14232.41152,-4,Asia,South America,94,14278.4245
ORG560,DST288,14.81037499,7.261822427,30.91362159,-75.16766499,8459.495781,4,Africa,North America,547,8437.829612
ORG140,DST109,20.97810644,-51.4724975,-10.24517563,-53.96322927,3482.524515,7,North America,South America,872,3474.725642
ORG910,DST591,-3.309562276,-79.39690003,62.85944214,-162.9455741,10008.84308,9,South America,North America,917,9987.347237
ORG626,DST855,-11.81549661,146.1918319,35.2406618,-19.92089976,17058.13252,8,Australia,Europe,474,17044.68806
ORG920,DST614,44.52967668,47.20169974,58.71305746,-81.41448519,7604.925222,-4,Europe,North America,440,7603.861376
ORG820,DST484,-18.27492244,-40.99394299,-34.58736054,134.1730125,14114.88477,10,South America,Australia,883,14104.0203
ORG827,DST954,4.273638173,-6.310045845,-8.876190102,38.30638224,5157.451888,-12,Africa,Africa,350,5122.983597
ORG372,DST886,5.93456928,53.69734974,59.90800954,11.03878383,6989.429475,0,Asia,Europe,559,6961.853765
ORG255,DST798,3.392498833,-52.12141981,-43.07050206,144.4281141,15309.68892,6,South America,Australia,528,15263.44957
ORG706,DST301,58.60950108,18.5311186,-31.94757002,147.0399376,15192.09971,-9,Europe,Australia,335,15205.9327
ORG666,DST144,-29.90446429,110.068096,44.04728594,-59.76814223,18205.03601,-4,Australia,North America,370,18185.78655
ORG651,DST965,-42.13050322,113.8944452,6.509230745,119.3085631,5436.340819,-11,Australia,Asia,772,5470.404966
ORG830,DST681,-41.92043411,-71.75958608,-48.44464392,-57.35796561,1338.43107,-10,South America,South America,899,1384.417651
ORG689,DST227,60.60412719,1.328403067,35.90811559,-160.8249113,9160.599516,0,Europe,North America,774,9113.587777
ORG134,DST850,-46.22867298,-59.94420082,55.31067169,17.11629418,13384.60237,8,South America,Europe,593,13360.51603
ORG394,DST903,-0.960206332,6.369665891,51.40238469,35.60062934,6439.440942,4,Africa,Europe,637,6390.931862
ORG549,DST436,-23.53606197,151.6951026,6.028438544,3.735672331,16075.1187,-6,Australia,Africa,221,16104.66108
ORG630,DST127,20.74493075,106.7278192,30.76028808,86.00147499,2349.756412,-11,Asia,Asia,559,2314.809838
ORG679,DST652,39.18083815,-132.7967356,18.53230342,100.7292687,11526.08248,-5,North America,Asia,896,11479.00939
ORG464,DST746,-41.95165517,-36.58517874,49.53636452,0.684100501,10802.95139,10,South America,Europe,280,10767.28935
ORG540,DST943,-23.46321675,-9.19246144,-15.32966818,113.9486164,12479.87245,4,Africa,Australia,740,12469.00825
ORG734,DST224,20.11410146,-150.6318128,64.96449381,40.962033,10502.95155,-12,North America,Europe,486,10469.99884
ORG234,DST929,-20.62146858,145.4151904,13.21183371,42.70083483,11822.43873,3,Australia,Asia,617,11850.14398
ORG870,DST214,-26.79349976,155.073874,49.54436228,45.17686863,13642.68703,-2,Australia,Asia,24,13663.18779
ORG938,DST277,17.11891534,40.26018673,30.8310878,75.34765875,3855.950747,9,Asia,Asia,33,3811.105244
ORG324,DST617,50.22225095,9.224625126,36.03181906,31.08098329,2357.840368,-3,Europe,Europe,238,2361.446376
ORG378,DST489,47.4475282,126.569974,-33.41091277,135.7533089,9037.711388,-7,Asia,Australia,512,9066.009715
ORG644,DST332,-20.31334461,-61.32108013,51.58503948,3.386718818,10154.4231,-10,South America,Europe,302,10111.17637
ORG749,DST387,3.000896793,115.8804129,62.48497336,38.46465615,9067.94709,-1,Asia,Europe,404,9116.162001
ORG402,DST970,37.54769272,76.21869685,68.78043826,17.94909263,4895.467829,-11,Asia,Europe,882,4856.098382
ORG635,DST798,63.5983779,-137.2287025,-14.81348828,46.06471412,14584.44397,-11,North America,Africa,129,14631.28021
ORG412,DST779,-26.81577661,147.6310126,-49.29645292,-65.57867543,10934.35787,-10,Australia,South America,871,10946.42336
ORG872,DST491,-24.14480787,39.79095861,-41.68020525,110.5315135,6695.193111,1,Africa,Australia,59,6651.284151
ORG329,DST942,-31.63665204,47.27602878,38.8117225,-122.5834562,18797.92511,8,Africa,North America,287,18818.22276
ORG425,DST559,42.63994937,124.3651988,3.785380375,-30.67573602,14274.18593,-5,Asia,South America,787,14315.07759
ORG988,DST653,50.06975498,49.61027191,-48.73454139,-45.02133601,14191.95344,10,Europe,South America,751,14161.08117
ORG746,DST200,-22.16219448,53.90453627,40.34464785,-62.96938102,13819.62643,2,Africa,North America,987,13843.00724
ORG575,DST101,26.11352443,76.9573211,53.90044403,-113.2118956,11064.21467,9,Asia,North America,295,11060.6865
ORG308,DST610,-46.53282434,-76.4928098,0.090977375,-57.11235269,5517.908796,10,South America,South America,609,5504.493139
ORG659,DST870,-45.43594166,-65.67380819,14.76049105,-1.782924779,9259.809568,-2,South America,Africa,938,9269.836583
ORG163,DST127,17.17026736,-94.12893436,50.7127904,93.51883591,12429.87046,11,North America,Asia,287,12466.10172
ORG273,DST186,17.63024383,113.1718754,46.01334523,-129.7125065,10541.77274,4,Asia,North America,466,10525.68205
ORG936,DST531,68.6729957,43.38699926,27.01483154,-12.90035243,5884.277001,-12,Europe,Africa,257,5849.144451
ORG250,DST742,46.71729162,69.63321309,65.3821978,-81.13151299,7297.952857,7,Asia,North America,110,7320.463154
ORG341,DST217,21.61763,-109.9823861,40.14155709,6.872979852,10540.38686,8,North America,Europe,445,10493.45974
ORG767,DST724,33.26592906,43.64786214,-42.62643955,158.396949,14341.73843,11,Asia,Australia,799,14296.47667
ORG648,DST198,-7.820110547,-67.59033915,51.74202739,-100.6972865,7336.941938,-4,South America,North America,920,7318.15589
